DDB_ID,Mention_ID,Grain_Index,Candidate_Rank,Is_Primary,Block_Tag,Title,Place,Date_Text,Date_When,Date_NotBefore,Date_NotAfter,Grain_Form,Qty_Value,Qty_Unit,Price_Value,Price_Cur,Score,Dist_GP,Dist_GQ,Span_Toks,Lines_Crossed,Priceword_Near,Ambiguous,AltScore,Alt_Qty,Alt_Price,Context_Window,Grain_Canon,Unit_Canon,Cur_Canon,Place_Canon,QtyNum,PriceNum,UnitPrice_raw,Year,YearBin,Context_Clean,Context_OneLine,Tier,Price_DrachmaEq,Qty_Liters,Price_per_Liter_DrachmaEq,Price_per_Artaba_DrachmaEq,log_Price_per_Liter
p.petr;3;109,3,1,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,19.0,δραχμαι,39.44,4,-1,4,0,no,no,,,,"ν 16 2
ἁλικῆς 3
φυλακιτικὸν πυροῦ 3
γίνονται δραχμαὶ 19 2 πυροῦ 3
τοῦ 37 ἔτους",wheat (pyros),,drachma,Arsinoite,,19.0,,-248.0,-250.0,"ν 16 2
ἁλικῆς 3
φυλακιτικὸν πυροῦ 3
γίνονται δραχμαὶ 19 2 πυροῦ 3
τοῦ 37 ἔτους",ν 16 2 ἁλικῆς 3 φυλακιτικὸν πυροῦ 3 γίνονται δραχμαὶ 19 2 πυροῦ 3 τοῦ 37 ἔτους,C,19.0,,,,
p.petr;3;109,3,2,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,19.0,δραχμαι,42.46,3,-1,3,0,no,no,,,,"ἁλικῆς 3
φυλακιτικὸν πυροῦ 3
γίνονται δραχμαὶ 19 2 πυροῦ 3
τοῦ 37 ἔτους χωματικὸν 16 2",wheat (pyros),,drachma,Arsinoite,,19.0,,-248.0,-250.0,"ἁλικῆς 3
φυλακιτικὸν πυροῦ 3
γίνονται δραχμαὶ 19 2 πυροῦ 3
τοῦ 37 ἔτους χωματικὸν 16 2",ἁλικῆς 3 φυλακιτικὸν πυροῦ 3 γίνονται δραχμαὶ 19 2 πυροῦ 3 τοῦ 37 ἔτους χωματικὸν 16 2,C,19.0,,,,
p.petr;3;109,3,3,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,19.0,δραχμαι,39.44,4,-1,4,0,no,no,,,,"χωματικὸν 16 2
ἁλικῆς 3
φυλακιτικὸν πυροῦ 3
γίνονται δραχμαὶ 19 2 πυροῦ 3
τοῦ 38 ἔτους",wheat (pyros),,drachma,Arsinoite,,19.0,,-248.0,-250.0,"χωματικὸν 16 2
ἁλικῆς 3
φυλακιτικὸν πυροῦ 3
γίνονται δραχμαὶ 19 2 πυροῦ 3
τοῦ 38 ἔτους",χωματικὸν 16 2 ἁλικῆς 3 φυλακιτικὸν πυροῦ 3 γίνονται δραχμαὶ 19 2 πυροῦ 3 τοῦ 38 ἔτους,C,19.0,,,,
p.petr;3;109,3,4,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,19.0,δραχμαι,42.46,3,-1,3,0,no,no,,,,"ἁλικῆς 3
φυλακιτικὸν πυροῦ 3
γίνονται δραχμαὶ 19 2 πυροῦ 3
τοῦ 38 ἔτους χω ματι κὸν",wheat (pyros),,drachma,Arsinoite,,19.0,,-248.0,-250.0,"ἁλικῆς 3
φυλακιτικὸν πυροῦ 3
γίνονται δραχμαὶ 19 2 πυροῦ 3
τοῦ 38 ἔτους χω ματι κὸν",ἁλικῆς 3 φυλακιτικὸν πυροῦ 3 γίνονται δραχμαὶ 19 2 πυροῦ 3 τοῦ 38 ἔτους χω ματι κὸν,C,19.0,,,,
p.petr;3;109,3,5,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,19.0,δραχμαι,22.0,12,-1,12,0,no,yes,19.02,,18 δραχμαι,"ἁλικῆς 3
φυλακιτικὸν πυροῦ 3
γίνονται δραχμαὶ 19 2 πυροῦ 3
τοῦ 38 ἔτους χω ματι κὸν πυροῦ 16 4
ἁλικ ῆς 2 φυ λακι",wheat (pyros),,drachma,Arsinoite,,19.0,,-248.0,-250.0,"ἁλικῆς 3
φυλακιτικὸν πυροῦ 3
γίνονται δραχμαὶ 19 2 πυροῦ 3
τοῦ 38 ἔτους χω ματι κὸν πυροῦ 16 4
ἁλικ ῆς 2 φυ λακι",ἁλικῆς 3 φυλακιτικὸν πυροῦ 3 γίνονται δραχμαὶ 19 2 πυροῦ 3 τοῦ 38 ἔτους χω ματι κὸν πυροῦ 16 4 ἁλικ ῆς 2 φυ λακι,C,19.0,,,,
p.petr;3;109,3,6,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,18.0,δραχμαι,39.44,4,-1,4,0,no,no,,,,"4
ἁλικ ῆς 2 φυ λακι τικὸν πυροῦ 3
γίνονται δραχμαὶ 18 4 πυροῦ 3
γίνονται δραχμαὶ 57",wheat (pyros),,drachma,Arsinoite,,18.0,,-248.0,-250.0,"4
ἁλικ ῆς 2 φυ λακι τικὸν πυροῦ 3
γίνονται δραχμαὶ 18 4 πυροῦ 3
γίνονται δραχμαὶ 57",4 ἁλικ ῆς 2 φυ λακι τικὸν πυροῦ 3 γίνονται δραχμαὶ 18 4 πυροῦ 3 γίνονται δραχμαὶ 57,C,18.0,,,,
p.petr;3;109,3,7,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,18.0,δραχμαι,42.46,3,-1,3,0,no,yes,39.44,,57 δραχμαι,"2 φυ λακι τικὸν πυροῦ 3
γίνονται δραχμαὶ 18 4 πυροῦ 3
γίνονται δραχμαὶ 57 2 πυροῦ 9",wheat (pyros),,drachma,Arsinoite,,18.0,,-248.0,-250.0,"2 φυ λακι τικὸν πυροῦ 3
γίνονται δραχμαὶ 18 4 πυροῦ 3
γίνονται δραχμαὶ 57 2 πυροῦ 9",2 φυ λακι τικὸν πυροῦ 3 γίνονται δραχμαὶ 18 4 πυροῦ 3 γίνονται δραχμαὶ 57 2 πυροῦ 9,C,18.0,,,,
p.petr;3;109,3,8,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,57.0,δραχμαι,42.46,3,-1,3,0,no,no,,,,"γίνονται δραχμαὶ 18 4 πυροῦ 3
γίνονται δραχμαὶ 57 2 πυροῦ 9
εἰς τοῦτο πέ πτ ωκεν",wheat (pyros),,drachma,Arsinoite,,57.0,,-248.0,-250.0,"γίνονται δραχμαὶ 18 4 πυροῦ 3
γίνονται δραχμαὶ 57 2 πυροῦ 9
εἰς τοῦτο πέ πτ ωκεν",γίνονται δραχμαὶ 18 4 πυροῦ 3 γίνονται δραχμαὶ 57 2 πυροῦ 9 εἰς τοῦτο πέ πτ ωκεν,C,57.0,,,,
p.petr;3;109,4,1,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,47.0,δραχμαι,31.06,6,-1,6,0,no,no,,,,"ἁλικῆς 12
ἐννόμιον 20
φυλακιτικὸν πυροῦ 2 1/2 1/3
γίνονται δραχμαὶ 47 4 πυροῦ 2 1/2 1/3
τοῦ",wheat (pyros),,drachma,Arsinoite,,47.0,,-248.0,-250.0,"ἁλικῆς 12
ἐννόμιον 20
φυλακιτικὸν πυροῦ 2 1/2 1/3
γίνονται δραχμαὶ 47 4 πυροῦ 2 1/2 1/3
τοῦ",ἁλικῆς 12 ἐννόμιον 20 φυλακιτικὸν πυροῦ 2 1/2 1/3 γίνονται δραχμαὶ 47 4 πυροῦ 2 1/2 1/3 τοῦ,C,47.0,,,,
p.petr;3;109,4,2,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,47.0,δραχμαι,39.46,3,-1,3,0,no,no,,,,"φυλακιτικὸν πυροῦ 2 1/2 1/3
γίνονται δραχμαὶ 47 4 πυροῦ 2 1/2 1/3
τοῦ 36 ἔτους χωμ",wheat (pyros),,drachma,Arsinoite,,47.0,,-248.0,-250.0,"φυλακιτικὸν πυροῦ 2 1/2 1/3
γίνονται δραχμαὶ 47 4 πυροῦ 2 1/2 1/3
τοῦ 36 ἔτους χωμ",φυλακιτικὸν πυροῦ 2 1/2 1/3 γίνονται δραχμαὶ 47 4 πυροῦ 2 1/2 1/3 τοῦ 36 ἔτους χωμ,C,47.0,,,,
p.petr;3;109,4,3,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,14.0,δραχμασ,33.65,5,-1,5,0,no,no,,,,"δραχμὰς 9
ἐννό μιον σὺν φυ λακιτικῶι δραχμὰς 14 1
φυλακιτικὸν πυροῦ 2 1/2 1/4 1/8
καὶ προσ π",wheat (pyros),,drachma,Arsinoite,,14.0,,-248.0,-250.0,"δραχμὰς 9
ἐννό μιον σὺν φυ λακιτικῶι δραχμὰς 14 1
φυλακιτικὸν πυροῦ 2 1/2 1/4 1/8
καὶ προσ π",δραχμὰς 9 ἐννό μιον σὺν φυ λακιτικῶι δραχμὰς 14 1 φυλακιτικὸν πυροῦ 2 1/2 1/4 1/8 καὶ προσ π,C,14.0,,,,
p.petr;3;109,4,4,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,39.0,δραχμαι,42.71,2,-1,2,0,no,no,,,,"38 Μεσορὴ
φυλακιτικὸν ἱερείων 3
γίνονται δραχμαὶ 39 πυροῦ 2 1/2 1/4 1/8
τοῦ 38 ἔτους",wheat (pyros),,drachma,Arsinoite,,39.0,,-248.0,-250.0,"38 Μεσορὴ
φυλακιτικὸν ἱερείων 3
γίνονται δραχμαὶ 39 πυροῦ 2 1/2 1/4 1/8
τοῦ 38 ἔτους",38 Μεσορὴ φυλακιτικὸν ἱερείων 3 γίνονται δραχμαὶ 39 πυροῦ 2 1/2 1/4 1/8 τοῦ 38 ἔτους,C,39.0,,,,
p.petr;3;109,4,5,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,14.0,δραχμασ,31.06,6,-1,6,0,no,yes,28.66,,39 δραχμαι,"9 ἐννόμι
ο ν σὺν φυ λακιτικῶι δραχμὰς 14 1
φυ λακιτικὸν πυροῦ 2 1/2 1/4 1/8
γίνονται δραχμαὶ 39",wheat (pyros),,drachma,Arsinoite,,14.0,,-248.0,-250.0,"9 ἐννόμι
ο ν σὺν φυ λακιτικῶι δραχμὰς 14 1
φυ λακιτικὸν πυροῦ 2 1/2 1/4 1/8
γίνονται δραχμαὶ 39",9 ἐννόμι ο ν σὺν φυ λακιτικῶι δραχμὰς 14 1 φυ λακιτικὸν πυροῦ 2 1/2 1/4 1/8 γίνονται δραχμαὶ 39,C,14.0,,,,
p.petr;3;109,4,6,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,39.0,δραχμαι,42.71,2,-1,2,0,no,no,,,,"λακιτικὸν πυροῦ 2 1/2 1/4 1/8
γίνονται δραχμαὶ 39 πυροῦ 2 1/2 1/4 1/8
γίνονται δραχμαὶ 126",wheat (pyros),,drachma,Arsinoite,,39.0,,-248.0,-250.0,"λακιτικὸν πυροῦ 2 1/2 1/4 1/8
γίνονται δραχμαὶ 39 πυροῦ 2 1/2 1/4 1/8
γίνονται δραχμαὶ 126",λακιτικὸν πυροῦ 2 1/2 1/4 1/8 γίνονται δραχμαὶ 39 πυροῦ 2 1/2 1/4 1/8 γίνονται δραχμαὶ 126,C,39.0,,,,
p.petr;3;109,4,7,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,126.0,δραχμαι,42.71,2,-1,2,0,no,no,,,,"39 πυροῦ 2 1/2 1/4 1/8
γίνονται δραχμαὶ 126 πυροῦ 8 1/3 1/8
εἰς τοῦτο πέπτω κεν",wheat (pyros),,drachma,Arsinoite,,126.0,,-248.0,-250.0,"39 πυροῦ 2 1/2 1/4 1/8
γίνονται δραχμαὶ 126 πυροῦ 8 1/3 1/8
εἰς τοῦτο πέπτω κεν",39 πυροῦ 2 1/2 1/4 1/8 γίνονται δραχμαὶ 126 πυροῦ 8 1/3 1/8 εἰς τοῦτο πέπτω κεν,C,126.0,,,,
p.petr;3;109,5,1,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,3.0,δραχμασ,36.65,5,-1,5,0,no,yes,31.66,,19 δραχμαι,"χωματικὸν τοῦ 36 ἔτους 15 5
ἁλικῆς δραχμὰς 3 3
φυλακιτικὸν πυροῦ 2 1/2 1/4 1/8
γίνονται δραχμαὶ 19",wheat (pyros),,drachma,Arsinoite,,3.0,,-248.0,-250.0,"χωματικὸν τοῦ 36 ἔτους 15 5
ἁλικῆς δραχμὰς 3 3
φυλακιτικὸν πυροῦ 2 1/2 1/4 1/8
γίνονται δραχμαὶ 19",χωματικὸν τοῦ 36 ἔτους 15 5 ἁλικῆς δραχμὰς 3 3 φυλακιτικὸν πυροῦ 2 1/2 1/4 1/8 γίνονται δραχμαὶ 19,C,3.0,,,,
p.petr;3;109,5,2,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,19.0,δραχμαι,42.46,3,-1,3,0,no,no,,,,"φυλακιτικὸν πυροῦ 2 1/2 1/4 1/8
γίνονται δραχμαὶ 19 2 πυροῦ 2 1/2 1/4 1/8
τοῦ 37 ἔτους",wheat (pyros),,drachma,Arsinoite,,19.0,,-248.0,-250.0,"φυλακιτικὸν πυροῦ 2 1/2 1/4 1/8
γίνονται δραχμαὶ 19 2 πυροῦ 2 1/2 1/4 1/8
τοῦ 37 ἔτους",φυλακιτικὸν πυροῦ 2 1/2 1/4 1/8 γίνονται δραχμαὶ 19 2 πυροῦ 2 1/2 1/4 1/8 τοῦ 37 ἔτους,C,19.0,,,,
p.petr;3;109,5,3,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,3.0,δραχμασ,39.44,4,-1,4,0,no,yes,34.06,,18 δραχμαι,"ἔτους χωματι κὸν δραχμὰς 1 5
ἁλικῆς δραχμὰς 3
φυλακιτικὸν πυροῦ 2 1/2 1/4
γίνονται δραχμαὶ 18 πυροῦ",wheat (pyros),,drachma,Arsinoite,,3.0,,-248.0,-250.0,"ἔτους χωματι κὸν δραχμὰς 1 5
ἁλικῆς δραχμὰς 3
φυλακιτικὸν πυροῦ 2 1/2 1/4
γίνονται δραχμαὶ 18 πυροῦ",ἔτους χωματι κὸν δραχμὰς 1 5 ἁλικῆς δραχμὰς 3 φυλακιτικὸν πυροῦ 2 1/2 1/4 γίνονται δραχμαὶ 18 πυροῦ,C,3.0,,,,
p.petr;3;109,5,4,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,18.0,δραχμαι,45.71,2,-1,2,0,no,no,,,,"φυλακιτικὸν πυροῦ 2 1/2 1/4
γίνονται δραχμαὶ 18 πυροῦ 2 1/2 1/4
τοῦ 38 ἔτους χωματικ",wheat (pyros),,drachma,Arsinoite,,18.0,,-248.0,-250.0,"φυλακιτικὸν πυροῦ 2 1/2 1/4
γίνονται δραχμαὶ 18 πυροῦ 2 1/2 1/4
τοῦ 38 ἔτους χωματικ",φυλακιτικὸν πυροῦ 2 1/2 1/4 γίνονται δραχμαὶ 18 πυροῦ 2 1/2 1/4 τοῦ 38 ἔτους χωματικ,C,18.0,,,,
p.petr;3;109,5,5,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,3.0,δραχμασ,39.44,4,-1,4,0,no,yes,39.44,,19 δραχμαι,"38 ἔτους χωματικ ὸν δραχμὰς 16
ἁλικῆς δραχμὰς 3 φυλακι τικὸν πυροῦ 3
γίνονται δραχμαὶ 19 πυροῦ 3",wheat (pyros),,drachma,Arsinoite,,3.0,,-248.0,-250.0,"38 ἔτους χωματικ ὸν δραχμὰς 16
ἁλικῆς δραχμὰς 3 φυλακι τικὸν πυροῦ 3
γίνονται δραχμαὶ 19 πυροῦ 3",38 ἔτους χωματικ ὸν δραχμὰς 16 ἁλικῆς δραχμὰς 3 φυλακι τικὸν πυροῦ 3 γίνονται δραχμαὶ 19 πυροῦ 3,C,3.0,,,,
p.petr;3;109,5,6,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,19.0,δραχμαι,45.71,2,-1,2,0,no,no,,,,"δραχμὰς 3 φυλακι τικὸν πυροῦ 3
γίνονται δραχμαὶ 19 πυροῦ 3
γίνονται 56 2 πυροῦ 8 1/2",wheat (pyros),,drachma,Arsinoite,,19.0,,-248.0,-250.0,"δραχμὰς 3 φυλακι τικὸν πυροῦ 3
γίνονται δραχμαὶ 19 πυροῦ 3
γίνονται 56 2 πυροῦ 8 1/2",δραχμὰς 3 φυλακι τικὸν πυροῦ 3 γίνονται δραχμαὶ 19 πυροῦ 3 γίνονται 56 2 πυροῦ 8 1/2,C,19.0,,,,
p.petr;3;109,5,7,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,19.0,δραχμαι,29.43,8,-1,8,0,no,no,,,,"δραχμὰς 3 φυλακι τικὸν πυροῦ 3
γίνονται δραχμαὶ 19 πυροῦ 3
γίνονται 56 2 πυροῦ 8 1/2 1/8
εἰς τοῦτο πέπτωκεν",wheat (pyros),,drachma,Arsinoite,,19.0,,-248.0,-250.0,"δραχμὰς 3 φυλακι τικὸν πυροῦ 3
γίνονται δραχμαὶ 19 πυροῦ 3
γίνονται 56 2 πυροῦ 8 1/2 1/8
εἰς τοῦτο πέπτωκεν",δραχμὰς 3 φυλακι τικὸν πυροῦ 3 γίνονται δραχμαὶ 19 πυροῦ 3 γίνονται 56 2 πυροῦ 8 1/2 1/8 εἰς τοῦτο πέπτωκεν,C,19.0,,,,
p.petr;3;109,5,8,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,3.0,αρταβασ,56.0,δραχμαι,29.01,9,28,37,0,no,yes,27.36,,56 δραχμαι,"θῆς 4 2/3
εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ 56 2 κρι θῆς 4 2/3
αἳ πυροῦ 2 1/2 1/4 λοιπαὶ πυροῦ 5 1/2 1/4 1/8 ὧν
εἰς φυλακ ιτικὸν τοῦ 36 ἔτους πυροῦ 2 1/2 1/4 1/8
καὶ τοῦ 38 ἔτους ἀρτάβας 3",wheat (pyros),artaba,drachma,Arsinoite,3.0,56.0,18.666666666666668,-248.0,-250.0,"θῆς 4 2/3
εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ 56 2 κρι θῆς 4 2/3
αἳ πυροῦ 2 1/2 1/4 λοιπαὶ πυροῦ 5 1/2 1/4 1/8 ὧν
εἰς φυλακ ιτικὸν τοῦ 36 ἔτους πυροῦ 2 1/2 1/4 1/8
καὶ τοῦ 38 ἔτους ἀρτάβας 3",θῆς 4 2/3 εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ 56 2 κρι θῆς 4 2/3 αἳ πυροῦ 2 1/2 1/4 λοιπαὶ πυροῦ 5 1/2 1/4 1/8 ὧν εἰς φυλακ ιτικὸν τοῦ 36 ἔτους πυροῦ 2 1/2 1/4 1/8 καὶ τοῦ 38 ἔτους ἀρτάβας 3,C,56.0,116.39999999999999,0.48109965635738833,18.666666666666664,-0.31776495330766924
p.petr;3;109,5,9,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,3.0,αρταβασ,56.0,δραχμαι,23.62,14,23,37,0,no,yes,19.02,,56 δραχμαι,"θῆς 4 2/3
εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ 56 2 κρι θῆς 4 2/3
αἳ πυροῦ 2 1/2 1/4 λοιπαὶ πυροῦ 5 1/2 1/4 1/8 ὧν
εἰς φυλακ ιτικὸν τοῦ 36 ἔτους πυροῦ 2 1/2 1/4 1/8
καὶ τοῦ 38 ἔτους ἀρτάβας 3",wheat (pyros),artaba,drachma,Arsinoite,3.0,56.0,18.666666666666668,-248.0,-250.0,"θῆς 4 2/3
εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ 56 2 κρι θῆς 4 2/3
αἳ πυροῦ 2 1/2 1/4 λοιπαὶ πυροῦ 5 1/2 1/4 1/8 ὧν
εἰς φυλακ ιτικὸν τοῦ 36 ἔτους πυροῦ 2 1/2 1/4 1/8
καὶ τοῦ 38 ἔτους ἀρτάβας 3",θῆς 4 2/3 εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ 56 2 κρι θῆς 4 2/3 αἳ πυροῦ 2 1/2 1/4 λοιπαὶ πυροῦ 5 1/2 1/4 1/8 ὧν εἰς φυλακ ιτικὸν τοῦ 36 ἔτους πυροῦ 2 1/2 1/4 1/8 καὶ τοῦ 38 ἔτους ἀρτάβας 3,C,56.0,116.39999999999999,0.48109965635738833,18.666666666666664,-0.31776495330766924
p.petr;3;109,5,10,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,3.0,αρταβασ,56.0,δραχμαι,19.73,27,10,37,0,no,yes,13.88,3 αρταβασ,56 δραχμαι,"θῆς 4 2/3
εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ 56 2 κρι θῆς 4 2/3
αἳ πυροῦ 2 1/2 1/4 λοιπαὶ πυροῦ 5 1/2 1/4 1/8 ὧν
εἰς φυλακ ιτικὸν τοῦ 36 ἔτους πυροῦ 2 1/2 1/4 1/8
καὶ τοῦ 38 ἔτους ἀρτάβας 3",wheat (pyros),artaba,drachma,Arsinoite,3.0,56.0,18.666666666666668,-248.0,-250.0,"θῆς 4 2/3
εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ 56 2 κρι θῆς 4 2/3
αἳ πυροῦ 2 1/2 1/4 λοιπαὶ πυροῦ 5 1/2 1/4 1/8 ὧν
εἰς φυλακ ιτικὸν τοῦ 36 ἔτους πυροῦ 2 1/2 1/4 1/8
καὶ τοῦ 38 ἔτους ἀρτάβας 3",θῆς 4 2/3 εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ 56 2 κρι θῆς 4 2/3 αἳ πυροῦ 2 1/2 1/4 λοιπαὶ πυροῦ 5 1/2 1/4 1/8 ὧν εἰς φυλακ ιτικὸν τοῦ 36 ἔτους πυροῦ 2 1/2 1/4 1/8 καὶ τοῦ 38 ἔτους ἀρτάβας 3,C,56.0,116.39999999999999,0.48109965635738833,18.666666666666664,-0.31776495330766924
p.petr;3;109,6,1,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,48.0,δραχμαι,26.43,21,-1,21,0,no,no,,,,"χω ματικὸν δραχμὰς
γίνονται δραχμαὶ 48
καὶ μετρεῖ ἔτους
εἰς τὸ 37 ἔτος
ἔτους 38 Ἐπεὶφ εἰς τὸ 3 ἔτος
γίνονται πυροῦ 5 κριθ
εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ",wheat (pyros),,drachma,Arsinoite,,48.0,,-248.0,-250.0,"χω ματικὸν δραχμὰς
γίνονται δραχμαὶ 48
καὶ μετρεῖ ἔτους
εἰς τὸ 37 ἔτος
ἔτους 38 Ἐπεὶφ εἰς τὸ 3 ἔτος
γίνονται πυροῦ 5 κριθ
εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ",χω ματικὸν δραχμὰς γίνονται δραχμαὶ 48 καὶ μετρεῖ ἔτους εἰς τὸ 37 ἔτος ἔτους 38 Ἐπεὶφ εἰς τὸ 3 ἔτος γίνονται πυροῦ 5 κριθ εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ,C,48.0,,,,
p.petr;3;109,6,2,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,κριθ,,,48.0,δραχμαι,24.86,23,-1,23,0,no,no,,,,"χω ματικὸν δραχμὰς
γίνονται δραχμαὶ 48
καὶ μετρεῖ ἔτους
εἰς τὸ 37 ἔτος
ἔτους 38 Ἐπεὶφ εἰς τὸ 3 ἔτος
γίνονται πυροῦ 5 κριθ
εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ
λοιπαὶ",barley (krithē),,drachma,Arsinoite,,48.0,,-248.0,-250.0,"χω ματικὸν δραχμὰς
γίνονται δραχμαὶ 48
καὶ μετρεῖ ἔτους
εἰς τὸ 37 ἔτος
ἔτους 38 Ἐπεὶφ εἰς τὸ 3 ἔτος
γίνονται πυροῦ 5 κριθ
εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ
λοιπαὶ",χω ματικὸν δραχμὰς γίνονται δραχμαὶ 48 καὶ μετρεῖ ἔτους εἰς τὸ 37 ἔτος ἔτους 38 Ἐπεὶφ εἰς τὸ 3 ἔτος γίνονται πυροῦ 5 κριθ εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ λοιπαὶ,C,48.0,,,,
p.petr;3;109,6,3,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,48.0,δραχμαι,19.95,32,-1,32,0,no,no,,,,"χω ματικὸν δραχμὰς
γίνονται δραχμαὶ 48
καὶ μετρεῖ ἔτους
εἰς τὸ 37 ἔτος
ἔτους 38 Ἐπεὶφ εἰς τὸ 3 ἔτος
γίνονται πυροῦ 5 κριθ
εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ
λοιπαὶ πυροῦ",wheat (pyros),,drachma,Arsinoite,,48.0,,-248.0,-250.0,"χω ματικὸν δραχμὰς
γίνονται δραχμαὶ 48
καὶ μετρεῖ ἔτους
εἰς τὸ 37 ἔτος
ἔτους 38 Ἐπεὶφ εἰς τὸ 3 ἔτος
γίνονται πυροῦ 5 κριθ
εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ
λοιπαὶ πυροῦ",χω ματικὸν δραχμὰς γίνονται δραχμαὶ 48 καὶ μετρεῖ ἔτους εἰς τὸ 37 ἔτος ἔτους 38 Ἐπεὶφ εἰς τὸ 3 ἔτος γίνονται πυροῦ 5 κριθ εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ λοιπαὶ πυροῦ,C,48.0,,,,
p.petr;3;109,7,1,1,yes,ab,Military Taxes,Arsinoites,nach 1. Nov. 248 v.Chr.,,-0248-11-01,,πυρου,,,15.0,δραχμαι,39.44,4,-1,4,0,no,no,,,,"376 3 χ αλκοῖ 7 κρι θῆς
πυροῦ 7 1/2 λοιπαὶ δραχμαὶ 15 5 ὧν
ἐννόμιο ν τοῦ 37",wheat (pyros),,drachma,Arsinoite,,15.0,,-248.0,-250.0,"376 3 χ αλκοῖ 7 κρι θῆς
πυροῦ 7 1/2 λοιπαὶ δραχμαὶ 15 5 ὧν
ἐννόμιο ν τοῦ 37",376 3 χ αλκοῖ 7 κρι θῆς πυροῦ 7 1/2 λοιπαὶ δραχμαὶ 15 5 ὧν ἐννόμιο ν τοῦ 37,C,15.0,,,,
